username,full_name,profile_pic_url,latest_story_ts,bio,website,id,is_verified,is_private
ranabhat_sujan1,रानाभाट सुजन,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/463420705_1102308184786377_6199250434817767236_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=j0i4d9IPPrkQ7kNvgGQqrUj&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYC8XTR4CnYiIMond5QB9MxTcMa67XawfvaTh7k47OAfWQ&oe=67856ADF&_nc_sid=17ea04,,,,8005046276,False,True
sara_soo_ti_,Saraswati Kha Dka,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/445627829_816605976584677_4106787255687419472_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=101&_nc_ohc=R17mmkcH8OQQ7kNvgFOlZqX&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYDJPOEm5Cf8Rv_Zr2z8jqO8wFJ9h6U8Wh4b7oANk9XIeQ&oe=67854D8B&_nc_sid=17ea04,,,,7746359335,False,True
cee_eya07,Ciya KC,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/92297527_2533162973601751_5315085791884476416_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Rv3myc4jeowQ7kNvgFzs4XZ&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYDB0-vf4EATm7sH39I0ervVxJe2QmgLF_SDnhOvSZuz6A&oe=67853632&_nc_sid=17ea04,0,,,5603040342,False,False
sam_with_cam,SamWithCam,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/380197332_826649425806667_3774050673422703034_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=107&_nc_ohc=SbrsxYk7k-UQ7kNvgG-B6Rs&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYB9vDOwOLx2UzhCAP0c6drDgyvlajbPe4wQOG7O46qTQA&oe=67855ED9&_nc_sid=17ea04,,,,1988473573,False,True
pradeep0_o,Pradeep Adhikari,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/470936147_608418428431590_2767862024934261577_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=l339StMn49YQ7kNvgH1ZMRy&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYAJyLsG1g_z_qwfB489HdqaMbrPs5XqC5FzrHxHtCvxOA&oe=67853B49&_nc_sid=17ea04,,,,3214920285,False,True
regmi5273,Sabina Regmi,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/463345675_1245449310120770_8139995210613050577_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=v9gsBhRMI08Q7kNvgFpnFm_&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYBf-_Zn5tGdneLYwuEd19lv8JjNsY9XQiVcNmgn0fqruw&oe=67854AEA&_nc_sid=17ea04,,,,23699669629,False,True
_apekshyasubedi_,Apekshya Subedi,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/441419812_1163461171455384_1255815203575066150_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=uVIBFZSDDEMQ7kNvgHqrw_0&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYCjfnHOVu_isE60SpwrEga0mbWvrTRVtQhmBazZUfxomw&oe=67854D01&_nc_sid=17ea04,0,,,7321137781,False,False
g_prdp.tsx,Pradip Gurung,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/447069715_1629838457557992_5310750483534042396_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=m2FBpSD02D8Q7kNvgHJ3sri&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYDdQoLdUnVha1bA-zemdts2YOtgw6Ww-Pe9NtYjzgsmZA&oe=67856C3F&_nc_sid=17ea04,0,,,6332949397,False,False
_roshan055,Roshan Bhattarai,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/460921601_1666482807226973_6716818361185732225_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=KqgEuoUrB1kQ7kNvgGy9Ity&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYApQGW40kTqRdVEKCWOHkOKSqVXCWZ4LSkdQk281VaclQ&oe=67854765&_nc_sid=17ea04,,,,48211016464,False,True
__awantika10,,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/458741581_1195188288393862_6703819127474781296_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=4mj5s5gxfUgQ7kNvgFXVGI0&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYD-6CRzwM3Hag86jc-W-8N1rd9YuHE3dyKYoD0nWPfHeA&oe=6785415E&_nc_sid=17ea04,,,,7582252428,False,True
the_sankalpa1,Sankalpa Adhikari,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/466458684_9086781901352111_1411362003133969825_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=qYqaIAtn7-IQ7kNvgGkiwHj&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYDHP9fWga5fRl8solSuSvJE_HDvTU78nze9Yaze6SeCFw&oe=67855BE0&_nc_sid=17ea04,0,,,70598991442,False,False
soyuzkadel,Soyuz Kadel,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/471585890_4044777405750327_2349457970967231097_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=AzzcjraOw7EQ7kNvgEP0Z3b&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYCSk_ngKCluEufoAaAcIxxa-Hxz9kHrhGubWZQ-BlPSUQ&oe=67854429&_nc_sid=17ea04,,,,70405533895,False,True
thriftwith_ak,AK's Thrift Finds,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/466452546_1775699396572793_8438665861452029517_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=UixLjPuTGp8Q7kNvgGxmae1&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYAl-_xJ-qWA47ISpurjq461jLZIRls9nsAPSJA0hkHaqQ&oe=678544C3&_nc_sid=17ea04,0,,,70823249358,False,False
__atarmas__,Sam rata🦋,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/461313760_1325814348404559_408211501050012878_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=la-r_VX8sHEQ7kNvgE-q-55&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYDqFepsUwgX5l3NmFBV5i3_FjIe4LHBFZknok7ywpm56w&oe=67855046&_nc_sid=17ea04,,,,13920742234,False,True
melody_guys_,Melody Guys,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/471647097_1415540829405779_548741384763151560_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=111&_nc_ohc=uPtOcDrWmEkQ7kNvgFQyO91&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYDTSM9f4jwz9tiZJDcJzfOYO6PpPRRaPAVUdkSmExjiGw&oe=67856076&_nc_sid=17ea04,1736407473,,,66212063492,False,False
abhisekgaire7,Abhishek Gaire,https://instagram.fiev22-1.fna.fbcdn.net/v/t51.2885-19/455687545_463934853276608_1362818341491779672_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=3qOMP_exL4QQ7kNvgGDaCR9&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYC9wf-AGg4HSaPFgAK5BAJQ5u-EeYVbRxAlphi7CioCrg&oe=67854628&_nc_sid=17ea04,0,,,68737377183,False,False
kashishbataju,kashishbataju,https://instagram.fiev22-2.fna.fbcdn.net/v/t51.2885-19/470901775_612086971355416_3794003154082482337_n.jpg?stp=dst-jpg_e0_s150x150_tt6&_nc_ht=instagram.fiev22-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dRiaCutBX3YQ7kNvgFYuY5j&_nc_gid=8014f07f2d4846ceb834de6daa144a87&edm=AOG-cTkBAAAA&ccb=7-5&oh=00_AYAhy75TMW5yGhMX2nC18ZmQIPvwC9mBOTogGHxsYHny5Q&oe=678561AE&_nc_sid=17ea04,,,,37684057107,False,True
