Query,Country,Name,Phone,Website,Emails,Phones,LinkedIn,Twitter,Facebook,Instagram
health industry in united kingdom,kingdom,Healthcare Business International,+44 20 7183 3779,www.healthcarebusinessinternational.com,"info@healthcarebusinessinternational.com, memberships@healthcarebusinessinternational.com, geoffrey@healthcarebusinessinternational.com, max@healthcarebusinessinternational.com, thomas@healthcarebusinessinternational.com, conference@healthcarebusinessinternational.com, lee@healthcarebusinessinternational.com, david@healthcarebusinessinternational.com, joe@healthcarebusinessinternational.com, jobs@healthcarebusinessinternational.com, michaila@healthcarebusinessinternational.com, martin@healthcarebusinessinternational.com, conference@healhtcarebusinessinternational.com, gino@myguysolutions.com, contact@investorsforhealth.com","4402071833779, 02071833779, 0044207183377",https://www.linkedin.com/company/healthcare-business-international,https://twitter.com/HBIntl,https://www.facebook.com/HealthcareBusinnessInternational,https://www.instagram.com/bw_healthcareworld
health industry in united kingdom,kingdom,UK Healthcare,+44 1204 522775,www.ukhealthcare.org.uk,"info@ukhealthcare.org.uk, d.grimshaw@ukhealthcare.org.uk, s.leathley@ukhealthcare.org.uk, corporate@ukhealthcare.org.uk, dpo@westfieldhealth.com, d.grimshaw@ukhealthcare.org, s.leathley@ukhealthcare.org","01204522775, 07808783490, 03456123861, 4402038589094, 08001076585",https://www.linkedin.com/company/uk-healthcare,https://twitter.com/ukhealthcareorg,,https://www.instagram.com/ukhealthcare
health industry in united kingdom,kingdom,UK Healthcare Chairs,+44 330 134 0284,www.ukhealthcarechairs.co.uk,office@ukhealthcarechairs.co.uk,"03301340284, 03301340285",https://www.linkedin.com/company/university-of-kentucky-healthcare,,https://www.facebook.com/ukhealthcarechairs,
health industry in united kingdom,kingdom,Health Care Products,+44 1332 208615,www.thesweetenercompany.co.uk,"susan@earthisland.co.uk, michelle@thesweetconecompany.co.uk",+44 1332 208615,https://www.linkedin.com/in/sue-jenkins-22045982,,,
health industry in united kingdom,kingdom,Healthcare Business Information Ltd,+44 121 633 0044,www.healthcareinformation.co.uk,enquiries@healthcareinformation.co.uk,+44 121 633 0044,https://www.linkedin.com/in/jag-oubhie-6aa26022,https://twitter.com/PHIN_UK,https://www.facebook.com/HIFAdotORG,https://www.instagram.com/supportinghealthcareheroesuk
health industry in united kingdom,kingdom,Ultimate Healthcare,+44 333 321 8996,ultimatehealthcare.co.uk,"sales@ultimatehealthcare.co.uk, enquiries@ultimatehealthcare.co.uk, info@ultimatehealthcare.co.uk, producttrial@ultimatehealthcare.co.uk, chris.dawson@ultimatehealthcare.co.uk",03333218996,https://www.linkedin.com/company/ultimate-healthcare,https://twitter.com/ult_healthcare,https://www.facebook.com/ultimatehealthcareltd,https://www.instagram.com/ultimatehealthcarespecialists
health industry in united kingdom,kingdom,"Healthscreen UK Ltd, Occupational Health Providers",+44 1455 243700,www.healthscreenuk.co.uk,"admin@healthscreenuk.co.uk, michelle@healthscreenuk.co.uk, admin@healthscreenuk.co","01455243700, 01455234600, 01133230907",https://www.linkedin.com/company/healthscreen-united-kingdom,https://twitter.com/DHSCgovuk,https://www.facebook.com/HEALTHSCREENUK,https://www.instagram.com/healthscreenuk
health industry in united kingdom,kingdom,HCE UK (Health-Care Equipment & Supplies),+44 1784 220400,www.hce-uk.com,"sales@hce-uk.com, rajs@hce-uk.com, help@hce-uk.com, isocertificates@citation.co.uk, zaid@hceuk.com",01784220400,https://www.linkedin.com/company/health-care-equipment-and-supplies,https://twitter.com/hceuk,https://www.facebook.com/HCEUK,https://www.instagram.com/hceuk
health industry in united kingdom,kingdom,City Healthcare Direct,+44 115 976 0760,www.cityhealthcare.co.uk,info@cityhealthcare.co.uk,08005424009,https://www.linkedin.com/company/city-healthcare-direct-limited,https://twitter.com/markfilby,https://www.facebook.com/cityhealthcaredirect,https://www.instagram.com/cityhealthcaresolutions
health industry in united kingdom,kingdom,Medelit UK - Home & Online Healthcare Services,,www.medelit.com,"info@medelit.com, corporate@medelit.com, prenotazioni@medelit.com, hr@medelit.com, info@yourdomain.com","390287366070, 02036375657, 390697635353",https://www.linkedin.com/company/medelit-ltd,https://twitter.com/medelituk,https://www.facebook.com/medelituk,https://www.instagram.com/medelitegroup
health industry in united kingdom,kingdom,Lupin Healthcare UK,+44 1565 751378,www.lupinhealthcare.co.uk,"eu-pv@lupin.com, information@lupin.com, ukrespiratory@lupin.com, ukorders@lupin.com, ukmedia@lupin.com, ukrecruitment@lupin.com, dpo@lupin.com, info@carbonfootprint.com, allogauk.orders@alloga.co.uk, mathewduggan@lupin.com, lupin-uk@iqvia.com, lupin@hotmail.co.uk","4401565751378, 01565751378",https://www.linkedin.com/company/lupin-healthcare,,https://www.facebook.com/LupinWorld,
health industry in united kingdom,kingdom,Chugai Pharma (UK) Ltd,+44 20 8987 5680,www.chugai.eu,"compliance@chugai-pharm.co.uk, compliance@chugaipharma.de, compliance-cpf@chugai-pharm.fr, pv@chugai-pharm.co.uk, dataprotection@chugai-pharm.co.uk, disclosure@chugai-pharm.co.uk",4402089875600,https://www.linkedin.com/company/chugai-pharma-europe-ltd,https://twitter.com/ChugaiEurope,https://www.facebook.com/teamcpr.sg,https://www.instagram.com/katerina.chugai
health industry in united kingdom,kingdom,MWK Healthcare Ltd,+44 1691 664243,www.mwkhealthcare.co.uk,info@mwkhealthcare.co.uk,+44 1691 664243,https://www.linkedin.com/company/mwk-healthcare-limited,https://twitter.com/healthcaremwk,https://www.facebook.com/mark.keeling.9655,https://www.instagram.com/mwkhealthcare
health industry in united kingdom,kingdom,Reckitt Benckiser Health Care UK Ltd,+44 1482 326151,www.rb.com,"pharmacovigilance.ro@rb.com, suzanne.grogan@rb.com, arisa.pipatwattana@rb.com, info@rbitaliablog.com, ralphbiss1@yahoo.com, leontankk@hotmail.com, rblimo01@gmail.com, casting@rb-prod.com",+44 1482 326151,https://www.linkedin.com/company/reckitt,https://twitter.com/talentrb,https://www.facebook.com/ThisIsReckitt,https://www.instagram.com/rbraidi
health industry in united kingdom,kingdom,Richardsons Healthcare,+44 151 922 6511,richardsonsltd.co.uk,"contact@richardsonsltd.co.uk, info@richardsonsltd.co.uk, enquiries@richardsons-estates.co.uk, nick@richardson-ford.co.uk, me@shelley-richardson.co.uk, stuart@richardson-ford.co.uk, salesteam@richardson-ford.co.uk, alison@richardson-ford.co.uk, sales@richardsons-retail.co.uk, sales@richardson-designs.com, therichardsonstravel@outlook.com, michael@factionmusic.ie, ken@factionmusic.ie","4401519226511, 4401519441426",https://www.linkedin.com/company/richardsons-healthcare-ltd,https://twitter.com/richardsonsltd,,https://www.instagram.com/richardsonhealthcare
health industry in united kingdom,kingdom,Accord-UK Ltd,+44 1271 385200,www.accord-healthcare.co.uk,"medinfo@accord-healthcare.com, infohungary@accord-healthcare.com, usinfo@accord-healthcare.com",4401271385257,https://www.linkedin.com/company/accord-healthcare,,https://www.facebook.com/pages/Accord-Healthcare-Ltd-UK/1055463467861453,https://www.instagram.com/accordcare
health industry in united kingdom,kingdom,The Healthcare Warehouse Limited,,healthcarewarehouse.co.uk,"info@healthcarewarehouse.co.uk, ruilan.wu@healthcarewarehouse.co.uk, info@sure-healthcare.co.uk, recruitment@nugen-healthcare.co.uk, info@space-healthcare.co.uk, info@window-warehouse.co.uk, info@the-warehouse.co.uk, info@lockshop-warehouse.co.uk, info@fairhaven-healthcare.co.uk, louise.batchelor@fairhaven-healthcare.co.uk, warehouse@martinhouse.org.uk",,https://www.linkedin.com/company/the-healthcare-warehouse-limited,https://twitter.com/MB_Healthcare,https://www.facebook.com/TargetHealthcareLimited,https://www.instagram.com/healthwarehouse
health industry in united kingdom,kingdom,ProductLife UK,+44 1223 402660,www.productlifegroup.com,"info@productlife-group.com, italy@productlife-group.com, abouabidi@productlife-group.com, gbreda@productlife-group.com, sales@productlifegoup.com, plgcommunication@productlife-group.com","18558058402, 330141442211, 4902129530155",https://www.linkedin.com/company/productlifegroup,https://twitter.com/plg_eu,https://www.facebook.com/p/ProductLife-Group-100075910677184,https://www.instagram.com/trialkeyai
health industry in united kingdom,kingdom,Northern Healthcare Ltd,+44 161 974 7210,www.northernhealthcare.org.uk,"contact@northernhealthcare.org.uk, info@northernhealthcare.org.uk, amanda.newton@northernhealthcare.org.uk, recruitment@northernhealthcare.org.uk, referrals@northernhealthcare.org.uk, jo@samaritans.org, feedback@northernhealthcare.org.uk, branch@hda.org.uk, developments@northernhealthcare.org.uk, kevingournay@aol.com, help@beateatingdisorders.org.uk, info@contact.org.uk, info@carers4pd.co.uk, jo@samaritans.org.uk","01619747210, 08088020133",https://www.linkedin.com/company/northern-healthcare-limited,https://twitter.com/Northern_HC,https://www.facebook.com/NorthernHealthcareLtd,https://www.instagram.com/northernhealthcare
health industry in united kingdom,kingdom,Independent Health Care Solutions Ltd,+44 1274 693020,www.ihcs.co.uk,"info@ihcs.co.uk, pnielsen@ihcs.co.uk, jim@ihcs.co.uk, nora@ihcs.co.uk, fiona@ihcs.co.uk","01274693020, 07855782046, 07595466473",https://www.linkedin.com/company/independent-health-care-solutions,https://twitter.com/ihcshealthcare,https://www.facebook.com/independenthealthcare,https://www.instagram.com/ihcsprograms
health industry in united kingdom,kingdom,Healthwest UK Ltd,+44 7376 553682,www.healthwest.uk,"sales@healthwest.uk, lee@healthwest.uk, info@healthwest.com.au",61412906699,https://www.linkedin.com/company/healthwest-pcn,https://twitter.com/peoplehealthwe,https://www.facebook.com/HealthwestUK,https://www.instagram.com/healthwestuk
health industry in united kingdom,kingdom,UK Healthcare Support Ltd,+44 20 8050 2850,www.ukhealthcaresupport.com,"info@sencare.com, info@ukhealthcaresupport.com, hr@ukhealthcaresupport.com","02080502850, 0208050285002",,https://twitter.com/ukhealthcarepay,https://www.facebook.com/61550766013128,https://www.instagram.com/ukhealthcaresupport
health industry in united kingdom,kingdom,Novartis Pharmaceuticals UK,+44 1276 692255,www.novartis.com,"novartis.email@novartis.com, media.relations@novartis.com, grants.office@novartis.com, medinfo.phauno@novartis.com, mediji.si@novartis.com, drug_safety.egypt@novartis.com, medinfo.uk@novartis.com, global.privacy_office@novartis.com, communications.switzerland@novartis.com, medinfo.gtx@novartis.com, vaishali.iyer@novartis.com, zaposlitev.si@novartis.com, inovativna.zdravila@novartis.com, usdrugsafety.operations@novartis.com, medinfoemea.gtx@novartis.com, india.investors@novartis.com, share.registry@novartis.com, rtp.customercare@novartis.com, investor.relations@novartis.com, aditi.roy@novartis.com, info.dublin@novartis.com, gtx.info@novartis.com, business.practicesofficer@novartis.com, speakup@novartis.com, eprm.support@novartis.com, eg-corporate.communications@novartis.com, ethicscompliance.support@novartis.com, joseph.cabe@novartis.com, kenneth.wagner@novartis.com, sic.novartis@novartis.com, imspvo.sgmy@novartis.com, live.magazine@novartis.com, medinfoapac.gtx@novartis.com, medinfo.canada@novartis.com, medinfolacan.gtx@novartis.com, info.cz@novartis.com, medinfo.ph@novartis.com, grants.brasil@novartis.com, medicalinfo.spain@novartis.com, us.reasonableaccommodations@novartis.com, xxx@novartis.com, svetlana.pinto@novartis.com, step_up.portugal@novartis.com, eh.occupationalhealth@novartis.com.novartis, kamalax_saraf@hotmail.com, rattana.tanutanomras@novartis.com, tharmalingam@novartis.com, nabila.chaabani@novartis.com, christine.fajardo@novartis.com, anamariagimenezarnau@gmail.com, user@example.com, prospectus_department@jefferies.com, young.talent@novartis.com, maja.podkrajsek@novartis.com, vesna.oblak@novartis.com, romana.verbic@novartis.com, biocamp.egypt@novartis.com, gonzalez_garcia@novartis.com, teng_luan.ng@novartis.com, safety@novartis.com, iiss_mr@arrakis.es, donotreply@cybergrants.com, emurdock@allervie.com, christenla@gmail.com, journalisthelp@thenewsmarket.com, stina.medlen@scri.com, anicolemccray@hotmail.com, chrysanthit@hotmail.com, evoting@nsdl.com, sales.endorsement@hi-precision.com.ph, sales@docusign.com, healthxchallengeseoul@gmail.com, ole.weis.bjerrum@regionh.dk, imunoalergocentrum@gmail.com, andreasweiss@email.com, ricard.meneu@gmail.com, jjartells@gmail.com, yan.lou@gmail.com, davejwood@gmail.com, cohen.ambriel@mayo.edu, rnt.helpdesk@linkintime.co.in, derek@statresearch.net, kdannelly@curcmb.com, anasri@advancedresearchfl.com, jdepue@nebraskacancer.com, ttogba@sonarcr.com, lillie.burkitt@scri.com, evega@emclinicaltrials.com, lmurphy@nebraskacancer.com, jramsey@flourishresearch.com, jennifer.hoseth@bamfhealth.com, mabeck@hogonc.com, danielhochstrasser@gmail.com, chelsea.runkle@scri.com, chelsea.waller@hcahealthcare.com, araceli.boan@bcm.com, tiffany.walas@ironwoodcrc.com, deann.wilson-sims@utahallergies.com, kellie.larsen@integrisok.com, f.hall@premier-neuro.com, a.casciato@dhr-rgv.com, jkam@apcoworldwide.com, jpoly@jindalgroup.com, ulrich.peter.knigge@regionh.dk, o.mongelli@regione.puglia.it, argidino@yahoo.com, biocamp.ph@gmail.com, renz.cb.so@gmail.com, a.lopezwbra@gmail.com, miraginsberg@gmail.com, sherryknoblock@gmail.com, mtracy@tvmedresearch.com, swarnnie@gmail.com, deniner64@gmail.com, rccarvalhosousa@gmail.com, epetersonptx@gmail.com, nursebonnie81@gmail.com, mailer@elasticemail.com, warnercarr@hotmail.com, indira@shareproservices.com, sharepro@shareproservices.com, mdpldc@yahoo.com, bhandaribankinliquidation@gmail.com, cirpdkinfra@gmail.com, jljain.ip@gmail.com, olawrie191b@gmail.com, profin.capita11@gmail.com, iginges@hotmail.com, alavi010@hotmail.com, sbjerge@hotmail.com, d387983@dadlnet.dk, sanjay.mukhedkar@yahoo.com, rikkekroman@gmail.com, simonfrancisthomsen@gmail.com, simonfrancisthoinsen@gmail.com, ainsworth.hannah@gmail.com, stefano.radaelli@scuolaimpresasociale.org, cittadinireattivi@gmail.com, prerakchoudhary@gmail.com, mirellamaturo@gmail.com, chiara.locorotondo@gmail.com, aloekke@gmail.com, connie.kristiansen@alk-abello.com, patrick_aouad@msn.com, alonsorocarafael@gmail.com, didacmauricio@gmail.com, mhada@gmail.com, amanda.mason-jones@york.ac.uk, amandajmasonjones@gmail.com","18002772254, 41613241111, 18338283947, 18886696682, 41613248001, 35315662364, 1800635202, 61298053555, 18664338000",https://www.linkedin.com/company/novartis,https://twitter.com/Novartis,https://www.facebook.com/novartis,https://www.instagram.com/novartis
health industry in united kingdom,kingdom,UK Instant Healthcare,+44 116 248 9574,www.instanthealthcareuk.com,help@instanthealthcareuk.com,03330144084,https://www.linkedin.com/company/instant-healthcare-uk,https://twitter.com/instantgoupuk,https://www.facebook.com/instanthealthcareuk,
health industry in united kingdom,kingdom,Indivior PLC,+44 1753 427900,www.indivior.com,"indiviormediacontacts@indivior.com, cosec@indivior.com, educationalgrants@indivior.com, privacy@indivior.com, patientsafetyfrance@indivior.com, patientsafetyrow@indivior.com, patientsafetyna@indivior.com, charitablecontributions@indivior.com, jason.thompson@indivior.com, compliance@indivior.com, investigationalstudies@indivior.com, investorrelations@indivior.com, coi_team@indivior.com, procurement@indivior.com, timothy.owens@indivior.com, kathryn.hudson@indivior.com, admincanada@indivior.com, tom.corran@indivior.com, cindy.cetani@indivior.com, france@indivior.com, copyrightagent@indivior.com, jean-philippe.marechal@indivior.com, help@sharegift.org, web.queries@computershare.com, support@steeprockinc.com, louise.hume@indivior.com, fiona.macdonald@indivior.com, allukglobaltransactionteam@computershare.co.uk, indivior@teneo.com, jpmorgan.adr@wellsfargo.com, jonathan.sibun@teneo.com, will.palfreryman@teneo.com","18045940836, 18778863828, 18777826966",https://www.linkedin.com/company/indivior,https://twitter.com/Indivior,https://www.facebook.com/pages/Indivior-Pharmaceuticals/1595849307343467,https://www.instagram.com/indivior_plc
health industry in united kingdom,kingdom,Hospital Direct (Marketing) Ltd.,+44 1588 640144,www.patient-handling.co.uk,"sales@hdigroup.co.uk, sales@hdigroup.co.uk.co.uk",4401588640144,https://www.linkedin.com/company/patient-handling,https://twitter.com/handlingpatient,https://www.facebook.com/patienthandlinguk,https://www.instagram.com/ukpatientcare
health industry in united kingdom,kingdom,Integrated Healthcare,+44 333 772 9165,ihealthcareltd.co.uk,info@ihealthcareltd.co.uk,"4403337729165, 03337729165",https://www.linkedin.com/in/drrakeshmba,https://twitter.com/lakesidehealth1,https://www.facebook.com/islandhealthcare,
health industry in united kingdom,kingdom,HealthcareBids,+44 20 3389 9341,healthcarebids.co.uk,"hello@healthcarebids.co.uk, info@mobile-foot-heath.co.uk, care@hrmhomecare.co.uk","02033899341, 02045722089",https://www.linkedin.com/company/healthcarebids,https://twitter.com/bid_support,https://www.facebook.com/firstcommunityhcNHS,https://www.instagram.com/healthbid
health industry in united kingdom,kingdom,HealthCare Direct Ltd,+44 20 8236 0060,www.healthcaredirect.co.uk,"sales@healthcaredirect.co.uk, sales@greyland.co.uk, info@drivedevilbiss.co.uk, sales@cleenol.co.uk, info@sidhil.com, b.appleyard@millbrook.co.uk, safety@selden.co.uk",02082360060,https://www.linkedin.com/company/healthcare-direct-ltd,https://twitter.com/hcaredirect,https://www.facebook.com/healthcaredirectltd,https://www.instagram.com/healthcare_direct_services
health industry in united kingdom,kingdom,UK Instant healthcare,+44 330 113 0073,www.instanthealthcareuk.com,help@instanthealthcareuk.com,03330144084,https://www.linkedin.com/company/instant-healthcare-uk,https://twitter.com/instantgoupuk,https://www.facebook.com/instanthealthcareuk,
