Query,Country,Name,Phone,Website,Emails,Phones,LinkedIn,Twitter,Facebook,Instagram
health industry in canada,canada,Canada Health Care,+1 888-819-0533,canada-healthcare.com,info@canadahealthcare.net,+1 888-819-0533,,https://twitter.com/HealthCareCAN,https://www.facebook.com/canhealth,https://www.instagram.com/he_es_canada
health industry in canada,canada,Healthcare Human Factors,+1 416-340-5514,www.humanfactors.ca,"designtalks@humanfactors.ca, careers@humanfactors.ca",+1 416-340-5514,https://www.linkedin.com/company/healthcare-human-factors,https://twitter.com/healthcarehf,https://www.facebook.com/healthcarehf,https://www.instagram.com/humanfactorstech
health industry in canada,canada,University Health Network,,www.uhn.ca,"firstname.lastname@uhn.ca, myuhn@uhn.ca, torontoachd@uhn.ca, uhn.news@uhn.ca, patientrelations@uhn.ca, help@uhn.ca, cancergenetics@uhn.ca, john.granton@uhn.ca, marsha.alvares@uhn.ca, andrew.courchene@uhn.ca, emily.may@uhn.ca, survivorship@uhn.ca, katie.mcewan@uhn.ca, jona.kasukurti@uhn.ca, walaa.kheir@uhn.ca, aya@uhn.ca, hrweb@uhn.ca, volunteering@uhn.ca, michael.kurz@uhn.ca, greta.davis@uhn.ca, michelle.macedo@uhn.ca, angie.andreoli@uhn.ca, nikki.marks@uhn.ca, kyla.kumar@uhn.ca, firstname.lastname@rmp.uhn.ca, namrata.sharma@uhn.ca, kathleenkay.tizon@uhn.ca, aya-program-subscribe@uhn.ca, social@uhn.ca, lmp.communications@uhn.ca, bariatricclinic@uhn.ca, oacc@uhn.ca, mdcclinicaltrials@uhn.ca, erin.laurich@uhn.ca, carol.fancott@uhn.ca, liversupportgroup@hotmail.com, john.thenganatt@uhn.ca, ana.fernandes@uhn.ca, vicky.zeldin@uhn.ca, alison.novak@uhn.ca, robyn.short@uhn.ca, your.voice.matters@uhn.ca, piper@uhn.ca, motsrtp@uhn.ca, torontolivertxprogram@uhn.ca, ohsmailbox@uhn.ca, urology.elterman@uhn.ca, twpfl@uhn.ca, ron.swail@uhn.ca, evangeline.roldan@uhn.ca, livingorgandonation@uhn.ca, sleapprogram@uhn.ca, epigeneticsoa@gmail.com, tri-swallowinglab@uhn.ca, joseph@translationexpert.com, trillium@resolve.com, reach@uhn.ca, bagarich@uhn.ca, observerships@uhn.ca, josh.lai@uhn.ca, catherine.williams@rmp.uhn.ca, acborganhealth@gmail.com, do-not-reply-otninvite@otn.ca, support@worktango.com, bbereskin@hotmail.com, bonniespeech@gmail.com, rachel.muise@extendicare.com, jessy.bogacki@thunderbay.ca, anette.larsson@uhn.on.ca, connexions@rmp.uhn.on.ca, excel.ontario@utoronto.ca, ghadir.fatima@extendicare.com, help@mypockethealth.com, list.removal@thepmcf.ca, info@staywell.ca, info@nannyangelnetwork.com, ca_toronto_18_york_fax@pwc.com, info@hikeontario.com, info@bravolingerie.com, stujlee@yahoo.com, info@meditationforhealth.com, luke-4@hotmail.com, carol@krembilfoundation.com, dave.mercer@mac.com, sue@stepinmarketing.ca, n.aaswaakshin@gmail.com, uhnlibraries@hsict.libanswers.com, rob@melaniesway.com, melaina@saltotree.com, kimberlymarshall102@hotmail.com, waggintrailadventures@hotmail.com, info@sciontario.org, philgerretsen@yahoo.com, philip.gerretsen@camh.ca, gorigidriders@gmail.com, emil.boychuk@gmail.com, phdinseattle@gmail.com, word@gmail.com, ovcapeers@gmail.com","4169464501, 4169464559, 4163403365, 4166035871, 4163404907, 4169462189, 4163403155, 4163403777, 4163404513, 4163404636, 4163405317, 4169462100, 4169462929",https://www.linkedin.com/company/university-health-network,https://twitter.com/UHN,https://www.facebook.com/UniversityHealthNetwork,https://www.instagram.com/uhntoronto
health industry in canada,canada,The Health Care Aide Academy,+1 403-967-0309,healthcareaideacademy.com,"tanyab@hcaacademy.ca, help@distresscentre.com, amandaz@hcaacademy.ca, tanyab@delmarcollege.com, danc@delmarcollege.com","4039670309, 4035431967",https://www.linkedin.com/company/the-healthcare-aide-academy,https://twitter.com/hcaacademy,https://www.facebook.com/3928981407121028,https://www.instagram.com/healthcareaideacademy
health industry in canada,canada,Interhealth Canada Limited,+1 416-362-4681,interhealthcanada.com,"ihcan@interhealthcanada.com, nsmith@interhealthcanada.com","14163624681, 14163627633",https://www.linkedin.com/company/interhealth-canada,https://twitter.com/interhealthc,https://www.facebook.com/interhealth.canada.10,https://www.instagram.com/interhealthcanada
health industry in canada,canada,Southeast Urgent and Primary Care Centre,+1 604-675-3210,www.vch.ca,"servicedesk@vch.ca, privacy@vch.ca, ce@vch.ca, centreforpatients@vch.ca, gfsroi@vch.ca, rhs.volunteerservices@vch.ca, alanna.schulz@vch.ca, lisa.salazar@vch.ca, charmaine.rodriguez@vch.ca, oasis@vch.ca, mychildsimmshistoryvc@vch.ca, northshorevaccinerecord@vch.ca, travel.clinic@vch.ca, media@vch.ca, vchinternalapplications@vch.ca, lghroi@vch.ca, transcareintake@vch.ca, communityinformatics@vch.ca, brand@vch.ca, nsvolunteer@vch.ca, externalrelations@vch.ca, emina.dervisevic@vch.ca, rachel.bell@vch.ca, abbeyjane.mcgrath@vch.ca, kate.mcnamee@vch.ca, placements@vch.ca, foi@vch.ca, laurie.kilburn@vch.ca, bcmhsuservices@vch.ca, healthprotectionrh@vch.ca, ambulatorycommunity@vch.ca, info.indigenoushealth@vch.ca, community.investments@vch.ca, pcqo@vch.ca, insitetourrequests@vch.ca, cait.youth@vch.ca, margaret.broughton@vch.ca, vchfam@gmail.com, damato@vch.ca, support@engagementhq.com, uas@hssbc.ca, phishingvideos@gmail.com, mansourishireen@gmail.com, 2859manitoba@gmail.com, vancityops@gmail.com, jimfuller1@gmail.com, info@awardprosthetics.com, name@student.ubc.ca, helpdesk@icims.com, support@lifeworks.com, vpsa.slackcalendar@gmail.com, syamamoto@vancouverdivision.com, legal@granicus.com, paymentportalsupport@phsa.ca, customersupport@myvistance.comor, customerservice@uptodate.com, excelleris-support@lifelabs.com, infonv@selfcarehome.com, drmacisaacmd@gmail.com, infosc@selfcarehome.com, infovan@selfcarehome.com, sunshinecoastfam@gmail.com, squamishcan@gmail.com, brenda.parker@motionspecialties.com, info@aquassure.com, chris@daviesrx.com, jim@sidewinder-conversions.com, info@bvlabs.com, spencer.serin@foodmetricslabs.com, phhc@dccnet.com, judym@regencymed.com, dennetk@regencymed.com, osmb919@gmail.com, jeffhyoo@gmail.com, gbrown@morneaushepell.com, doulaprogram@bcaafc.com, q12help@gallup.com, nsinfectiousdiseases@gmail.com, contactus@cwhwc.com, vcafc.regional@gmail.com, veenut@hotmail.com, pahuggan@hotmail.com, producetoyourdoor@gmail.com, mckinney.jimmy@gmail.com, sfucitizenscience@gmail.com, myartistscorner.1@gmail.com, vpsa.rsvp@gmail.com, graspvancouverarea@gmail.com","18666581221, 6048754334, 18888754334, 6047362033, 18668840888, 18778683587",https://www.linkedin.com/company/vancouver-coastal-health,https://twitter.com/vchhealthcare,https://www.facebook.com/VCHhealthcare,https://www.instagram.com/vchca
health industry in canada,canada,Ponoka Hospital and Care Centre,+1 403-783-3341,www.albertahealthservices.ca,"peter.parker@albertahealthservices.ca, firstname.lastname@albertahealthservices.ca, covid.result@albertahealthservices.ca, ipcsurvstdadmin@albertahealthservices.ca, physicianleads@albertahealthservices.ca, foundation@albertahealthservices.ca, no-reply@albertahealthservices.ca, ehealthsupport@cgi.com, billinginquiry@ahs.ca, jennifer.wilson2@albertahealthservices.ca, christina.harvey@albertahealthservices.ca, ahsidprogram@ahs.ca, cpsm.customersupport@ahs.ca, ahs.apvendorrequests@ahs.ca, accsp@albertahealthservices.ca, hrcontactcentre@albertahealthservices.ca, interpretation.services@ahs.ca, translation.services@ahs.ca, rliedtke1@athabasca.edu, joelle.fawcett-arsenault@ahs.ca, webcomm@ahs.ca, gbmclinic@gmail.com, walden@panthersportsmedicine.com, bridges@memlane.com, ehabmagdi@hotmail.com, ccmendis@hotmail.com, cityscapephysiotherapy@gmail.com, asemkaber@gmail.com, edgesportphysio@gmail.com, zahidrafiq@msn.com, chrclientservices@datacm.com, lscheelar@hotmail.com, access.ereferral@ahs.ca, vfox002@gmail.com, manyas@alumni.uleth.ca, pts4chg@gmail.com, brand.toolkit@ahs.ca, frn@leduc-county.com, gillianb@pilgrimshospice.com, service@acadiapt.com, info@lacombehealthtrust.com, clinic@clearwaterphysio.com, admin@sexsmithphysio.com, tricocentre@panthersportsmedicine.com, info@epssworks.com, south@calgaryyouthphysio.com, inhome@adamphysio.com, delnorte@btps.ca, calgary@bethanyseniors.com, fpmc@hotmail.com, lethabcsart@hotmail.com, ealadi@hotmail.com, faisalalmasoudi@hotmail.com, ehealthccaccessrequests@gov.ab.ca, revivept.albany@gmail.com, fadel202@icloud.com, mahmuddurar@gmail.com, primehealthcare.el@gmail.com, evanstonclinic@gmail.com, abzayani@gmail.com, reddeerlocum@gmail.com, myhealth.yyc@gmail.com, info.idealmedicalcenter@gmail.com, zahidaawan27@gmail.com, cindeecmc@gmail.com, csmcmgr@gmail.com, mhdrugcoalition@gmail.com, junctionpointphysicaltherapy@gmail.com, cochranephysio@gmail.com, medicarecliniccalgary@gmail.com, fsdayprogram@gmail.com, tmeg_operation@trendmicro.com, candida.strohan@ahs.ca, ahshelp@datacm.com, jasons@hotmail.com, j.l.cookson@hotmail.com, tracy_forbes@hotmail.com, circleofhearts@hotmail.com, gracia_irac@yahoo.com, happyfeettogo18@gmail.com, hunagpetert@gmail.com, lin.jakeman@gmail.com, training@csagroup.org, edbackpain@gmail.com, byron.hirsch@gmail.com, elangsample@gmail.com, tobias.goldengoose@gmail.com, feet.terrific@gmail.com, footcaretherapy01@gmail.com, dclefebvre@gmail.com, rdfoodbank@hotmail.com, atlscalgary@gmail.com, wellonyourwaystollery@ahs.ca, info@thevillagefrn.ca, volunteer_resources@ahs.ca",7804539440,https://www.linkedin.com/company/alberta-health-services,https://twitter.com/AHS_media,https://www.facebook.com/albertahealthservices,https://www.instagram.com/albertahealthservices
health industry in canada,canada,Health 2000 Canada Inc,+1 905-882-7036,www.health2000canada.com,info@health2000canada.com,9058827036,https://www.linkedin.com/in/tiffany-gibso-b97813309,,https://www.facebook.com/100064644825668,https://www.instagram.com/health2000canada
health industry in canada,canada,Corporate Health Canada,+1 289-981-7113,corporatehealthcanada.com,"info@corporatehealthcanada.com, corporatecanadiantt@gmail.com.watch, aggarwal@greenstaffmedical.ca, vanshika.aggarwal@greenstaffmedical.ca",+1 289-981-7113,https://www.linkedin.com/company/corporate-health-canada,https://twitter.com/HealthCoalition,https://www.facebook.com/CorporateHealthInc,https://www.instagram.com/corporatehealthcanada
health industry in canada,canada,Medtech Canada,+1 416-620-1915,medtechcanada.org,"mlagman@medtechcanada.org, info@medtechcanada.org, smoschella@medtechcanada.org, rmalik@medtechcanada.org, kashford-smith@medtechcanada.org, kmehta@medtechcanada.org, gfrenette@medtechcanada.org, jwilliamson@medtechcanada.org, mspiegelman@medtechcanada.org, medtechcanada@medtechcanada.org, surveys@mercer.com, gik@hopeandhealing.org, info@medtechcanada.org.org, ministrept-lpminister@labour-travail.gc.ca, plasfiques-plasfics@ec.gc.ca, accessibility@ontario.ca, envi@parl.gc.ca, indu@parl.gc.ca, accessibility@conferenceboard.ca, vendorcredentialing@healthstandards.org",4166201915,https://www.linkedin.com/company/medec-canada-s-medical-technology-companies,https://twitter.com/Medtech_Canada,https://www.facebook.com/MedTechCon,https://www.instagram.com/themedtechconference
health industry in canada,canada,Canadian Personalized Healthcare Innovation Network,,cphin.ca,"admin@calcityfire.us, jennioconnel@mojave.k12.ca.us",,https://www.linkedin.com/company/cphin,https://twitter.com/CPHIN_CA,https://www.facebook.com/kevincaliforniamusic,https://www.instagram.com/calpehn
health industry in canada,canada,Canadian Health Care Agency,+1 866-502-2422,www.canadianhealthcare-agency.com,info@chc-a.ca,"8884392979, 5196510005, 8665022422",https://www.linkedin.com/company/canadian-healthcare-agency,https://twitter.com/chc_a,https://www.facebook.com/CanadianHealthCareAgency,https://www.instagram.com/chca_agency
health industry in canada,canada,9-1-1:Canada's Healthcare Crisis,,www.9-1-1canadashealthcarecrisis.com,911chcc@gmail.com,,,,,
health industry in canada,canada,Natural Health Practitioners of Canada,+1 780-484-2010,www.nhpcanada.org,"growingtogether@nhpcanada.org, memberservices@nhpcanada.org, events@nhpcanada.org, communications@nhpcanada.org, industryrelations@nhpcanada.org, publiccomplaints@nhpcanada.org, privacy@nhpcanada.org, cpichonsky@nhpcanada.org, kwatson@nhpcanada.org, leadership@nhpcanada.org, awards@nhpcanada.org, pdonovan@nhpcanada.org, login@nhpcanada.org, breakthroughmassageacademy@gmail.com, practicemanagement@nhpcanada.org, info@cuppingcanada.com, rbrosseau@nhpcanada.org, benefits@asebp.ca, info@mtam.mb.ca, grasslandmassage@gmail.com, lynn@learnbooks.ca, chloe.larmand@hotmail.com, jonibrestler@hotmail.com, cuppingtraining@gmail.com, sharon@banyanthaimassage.com, chameluck@confedchiro.com, info@cosharewellnessgroup.com, jonibrestler@hotmai.com, allaymassagetherapy@gmail.com, colleenmj84@gmail.com, alix@musclereleasemassage.com, inquiries@crmta.com, rawholistic@gmail.com, info@albertarmta.com","7804842010, 18887117701, 7804843605",https://www.linkedin.com/company/nhpcanada,https://twitter.com/nhpcanada,https://www.facebook.com/nhpcanada,https://www.instagram.com/nhpcanada
